bench-name,core-freq,memory-freq,problem-size,local-size,num-iters,throughput-metric,kernel-time-mean,kernel-time-stddev,kernel-time-min,kernel-time-throughput,run-time-mean,run-time-stddev,run-time-min,run-time-throughput,kernel-energy-mean,kernel-energy-stddev,kernel-energy-max,kernel-energy-min
MicroBench_LocalMem_fp64_4096,,,8192,256,,0.000000,N/A,N/A,N/A,N/A,0.015981,0.028205,0.003317,N/A,,,,
MicroBench_LocalMem_int32_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.003417,0.000297,0.003015,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.005624,0.004828,0.002474,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.017105,0.030993,0.002761,N/A,,,,
MicroBench_LocalMem_int32_4096,,,32768,256,,1.000000,N/A,N/A,N/A,N/A,0.003776,0.000646,0.003273,305.547365,,,,
MicroBench_LocalMem_fp32_4096,,,32768,256,,1.000000,N/A,N/A,N/A,N/A,0.003770,0.000847,0.003353,298.274275,,,,
MicroBench_LocalMem_fp64_4096,,,32768,256,,2.000000,N/A,N/A,N/A,N/A,0.014454,0.024430,0.003365,594.305955,,,,
MicroBench_LocalMem_int32_4096,,,4194304,256,,128.000000,N/A,N/A,N/A,N/A,0.107495,0.011733,0.100038,1279.512071,,,,
MicroBench_LocalMem_fp32_4096,,,4194304,256,,128.000000,N/A,N/A,N/A,N/A,0.110902,0.010252,0.104192,1228.502832,,,,
MicroBench_LocalMem_fp64_4096,,,4194304,256,,256.000000,N/A,N/A,N/A,N/A,0.146953,0.047895,0.111401,2298.000979,,,,
MicroBench_LocalMem_int32_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.003612,0.000728,0.002762,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.003437,0.000634,0.002723,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.014752,0.025723,0.003162,N/A,,,,
MicroBench_LocalMem_int32_4096,,,32768,256,,1.000000,N/A,N/A,N/A,N/A,0.003657,0.000367,0.003356,297.993224,,,,
MicroBench_LocalMem_fp32_4096,,,32768,256,,1.000000,N/A,N/A,N/A,N/A,0.003761,0.000948,0.003250,307.657661,,,,
MicroBench_LocalMem_fp64_4096,,,32768,256,,2.000000,N/A,N/A,N/A,N/A,0.015940,0.027688,0.003450,579.768458,,,,
MicroBench_LocalMem_int32_4096,,,2097152,256,,64.000000,N/A,N/A,N/A,N/A,0.056952,0.007622,0.051908,1232.939109,,,,
MicroBench_LocalMem_fp32_4096,,,2097152,256,,64.000000,N/A,N/A,N/A,N/A,0.063546,0.001845,0.062092,1030.732730,,,,
MicroBench_LocalMem_fp64_4096,,,2097152,256,,128.000000,N/A,N/A,N/A,N/A,0.070819,0.035415,0.052904,2419.464852,,,,
MicroBench_LocalMem_int32_4096,,,8388608,256,,256.000000,N/A,N/A,N/A,N/A,0.204565,0.007663,0.197609,1295.486996,,,,
MicroBench_LocalMem_fp32_4096,,,8388608,256,,256.000000,N/A,N/A,N/A,N/A,0.204277,0.002845,0.199734,1281.702126,,,,
MicroBench_LocalMem_fp64_4096,,,8388608,256,,512.000000,N/A,N/A,N/A,N/A,0.226335,0.023597,0.211951,2415.653632,,,,
MicroBench_LocalMem_int32_4096,,,4194304,256,,128.000000,N/A,N/A,N/A,N/A,0.106034,0.006974,0.101714,1258.424822,,,,
