Global Size,Local Size,Memory Bandwidth
8192,512,2.64771
8192,512,2.50061
8192,512,2.50061
8192,512,2.52062
16384,512,4.63348
16384,512,4.70264
16384,512,4.22922
16384,512,4.37607
16384,512,4.31612
16384,512,3.8424
16384,512,3.914
16384,512,3.68511
16384,512,3.62157
16384,512,3.70679
16384,512,3.66369
16384,512,3.70679
16384,512,3.40624
16384,512,3.33415
16384,512,3.36981
16384,512,3.35188
16384,512,3.01509
16384,512,3.04422
16384,512,3.02959
16384,512,3.02959
32768,512,5.1652
32768,512,17.0312
32768,512,16.583
32768,512,15.0037
32768,512,14.8271
32768,512,13.2664
32768,512,13.2664
32768,512,11.4573
32768,512,11.5625
32768,512,16.583
32768,512,16.1578
32768,512,14.4863
32768,512,14.3217
32768,512,12.356
32768,512,12.236
32768,512,10.0024
32768,512,10.5908
32768,512,8.69178
32768,512,8.75214
32768,512,8.34641
65536,512,15.4639
65536,512,15.9533
65536,512,15.9533
65536,512,16.1578
65536,512,16.1578
65536,512,15.656
65536,512,15.7538
65536,512,14.8271
65536,512,15.0037
65536,512,13.7739
65536,512,13.9261
65536,512,14.0817
65536,512,13.8495
65536,512,13.7739
65536,512,13.9261
65536,512,13.699
65536,512,13.699
65536,512,32.7353
65536,512,32.3156
65536,512,30.0073
131072,512,49.9132
131072,512,43.8368
131072,512,46.2498
131072,512,39.6947
131072,512,39.0793
131072,512,32.1098
131072,512,32.1098
131072,512,28.3215
131072,512,28.1633
131072,512,23.339
131072,512,23.339
131072,512,20.3275
131072,512,20.2459
131072,512,19.8474
131072,512,51.4411
131072,512,52.5128
131072,512,47.5588
131072,512,48.0117
131072,512,48.4734
131072,512,41.6631
262144,512,65.4705
262144,512,57.9452
262144,512,56.9631
262144,512,52.5128
262144,512,53.0656
262144,512,47.5588
262144,512,45.011
262144,512,40.3298
262144,512,39.0793
262144,512,29.6543
262144,512,29.3949
262144,512,27.4726
262144,512,29.8298
262144,512,24.895
262144,512,27.3237
262144,512,27.4726
262144,512,27.1034
262144,512,21.7294
262144,512,24.1207
262144,512,21.5437
524288,512,29.5673
524288,512,29.7857
524288,512,29.0143
524288,512,29.0143
524288,512,24.8643
524288,512,24.9257
524288,512,25.2062
524288,512,24.9875
524288,512,25.2377
524288,512,24.9257
524288,512,25.4287
524288,512,24.9257
524288,512,25.301
524288,512,25.3966
524288,512,25.1747
524288,512,25.59
524288,512,25.3966
524288,512,25.0808
524288,512,25.4608
524288,512,25.3647
1048576,512,30.5761
1048576,512,30.7158
1048576,512,30.7158
1048576,512,30.346
1048576,512,30.8097
1048576,512,30.7861
1048576,512,30.8332
1048576,512,30.6458
1048576,512,30.8568
1048576,512,30.8332
1048576,512,30.7392
1048576,512,30.7861
1048576,512,30.6924
1048576,512,30.8332
1048576,512,30.8332
1048576,512,30.6225
1048576,512,30.4836
1048576,512,30.5067
1048576,512,30.9278
1048576,512,30.6691
2097152,512,35.9606
2097152,512,35.8647
2097152,512,36.1217
2097152,512,35.7059
2097152,512,36.041
2097152,512,36.0249
2097152,512,35.8806
2097152,512,36.1055
2097152,512,35.9286
2097152,512,35.8328
2097152,512,35.5486
2097152,512,36.0088
2097152,512,35.7059
2097152,512,36.0249
2097152,512,36.1865
2097152,512,35.7217
2097152,512,35.486
2097152,512,35.6586
2097152,512,36.0893
2097152,512,36.0571
4194304,512,41.9338
4194304,512,42.2413
4194304,512,41.9011
4194304,512,42.0212
4194304,512,41.9447
4194304,512,42.0103
4194304,512,41.8685
4194304,512,42.0321
4194304,512,41.8794
4194304,512,42.0541
4194304,512,41.8794
4194304,512,42.175
4194304,512,42.0103
4194304,512,41.9447
4194304,512,41.7818
4194304,512,41.9556
4194304,512,42.2966
4194304,512,138.829
4194304,512,138.116
4194304,512,126.724
8388608,512,136.422
8388608,512,134.77
8388608,512,136.653
8388608,512,138.175
8388608,512,139.309
8388608,512,140.156
8388608,512,141.384
8388608,512,140.952
8388608,512,141.882
8388608,512,143.141
8388608,512,144.876
8388608,512,144.811
8388608,512,144.681
8388608,512,146.521
8388608,512,145.858
8388608,512,145.398
8388608,512,146.255
8388608,512,145.398
8388608,512,144.422
8388608,512,145.137
16777216,512,149.439
16777216,512,149.751
16777216,512,149.508
16777216,512,149.682
16777216,512,147.022
16777216,512,146.554
16777216,512,140.186
16777216,512,132.094
16777216,512,124.403
16777216,512,110.758
16777216,512,104.296
16777216,512,93.9953
16777216,512,87.9964
16777216,512,89.0406
16777216,512,88.1647
16777216,512,88.9915
16777216,512,88.1768
16777216,512,104.296
16777216,512,115.828
16777216,512,113.846
1024,1024,0.167594
1024,1024,0.167594
1024,1024,0.16618
1024,1024,0.166884
1024,1024,0.16618
1024,1024,0.165482
1024,1024,0.16831
1024,1024,0.166884
1024,1024,0.16618
1024,1024,0.16831
1024,1024,0.164103
1024,1024,0.166884
1024,1024,0.169033
1024,1024,0.169033
1024,1024,0.166884
1024,1024,0.171237
1024,1024,0.167594
1024,1024,0.166884
1024,1024,0.164789
1024,1024,0.16831
2048,1024,0.336621
2048,1024,0.336621
2048,1024,0.335188
2048,1024,0.330963
2048,1024,0.333768
2048,1024,0.333768
2048,1024,0.330963
2048,1024,0.33236
2048,1024,0.33236
2048,1024,0.335188
2048,1024,0.335188
2048,1024,0.335188
2048,1024,0.330963
2048,1024,0.333768
2048,1024,0.338065
2048,1024,0.33236
2048,1024,0.336621
2048,1024,0.330963
2048,1024,0.33236
2048,1024,0.336621
4096,1024,0.653687
4096,1024,0.659157
4096,1024,0.632685
4096,1024,0.648306
4096,1024,0.645649
4096,1024,0.653687
4096,1024,0.653687
4096,1024,0.65641
4096,1024,0.648306
4096,1024,0.653687
4096,1024,0.650985
4096,1024,0.648306
4096,1024,0.653687
4096,1024,0.653687
4096,1024,0.650985
4096,1024,0.643014
4096,1024,0.648306
4096,1024,0.643014
4096,1024,0.6404
4096,1024,0.653687
8192,1024,1.24536
8192,1024,4.92308
8192,1024,5.00122
8192,1024,4.56633
8192,1024,4.56633
8192,1024,4.20103
8192,1024,4.03945
8192,1024,3.75092
8192,1024,3.8424
8192,1024,3.50085
8192,1024,3.54019
8192,1024,3.08899
8192,1024,3.24822
8192,1024,3.3166
8192,1024,3.08899
8192,1024,3.059
8192,1024,2.71618
8192,1024,2.76383
8192,1024,2.52062
8192,1024,2.54094
16384,1024,4.84734
16384,1024,9.54779
16384,1024,9.69467
16384,1024,8.63224
16384,1024,8.75214
16384,1024,7.59222
16384,1024,7.6848
16384,1024,6.5641
16384,1024,6.49643
16384,1024,9.54779
16384,1024,9.54779
16384,1024,8.40205
16384,1024,8.40205
16384,1024,7.32737
16384,1024,7.50183
16384,1024,6.70376
16384,1024,6.6332
16384,1024,5.38593
16384,1024,5.67706
16384,1024,4.84734
32768,1024,8.34641
32768,1024,8.34641
32768,1024,16.3676
32768,1024,16.8041
32768,1024,15.1844
32768,1024,15.1844
32768,1024,13.8495
32768,1024,14.1608
32768,1024,12.6031
32768,1024,12.6031
32768,1024,10.7719
32768,1024,11.4573
32768,1024,9.69467
32768,1024,9.84615
32768,1024,8.75214
32768,1024,8.63224
32768,1024,8.69178
32768,1024,8.63224
32768,1024,8.57352
32768,1024,7.16084
65536,1024,13.4792
65536,1024,30.0073
65536,1024,30.7392
65536,1024,29.3095
65536,1024,26.2564
65536,1024,24.9566
65536,1024,25.9857
65536,1024,23.7794
65536,1024,24.0059
65536,1024,20.8315
65536,1024,20.3275
65536,1024,17.7508
65536,1024,17.8767
65536,1024,15.8529
65536,1024,15.5594
65536,1024,15.9533
65536,1024,15.656
65536,1024,15.8529
65536,1024,14.9149
65536,1024,14.8271
131072,1024,21.0051
131072,1024,21.452
131072,1024,21.3611
131072,1024,20.1649
131072,1024,19.4642
131072,1024,17.8135
131072,1024,17.5653
131072,1024,16.1578
131072,1024,16.262
131072,1024,14.0817
131072,1024,14.528
131072,1024,12.4168
131072,1024,12.2658
131072,1024,11.9744
131072,1024,12.1475
131072,1024,12.356
131072,1024,12.1769
131072,1024,12.1475
131072,1024,12.0893
131072,1024,12.4168
262144,1024,16.6377
262144,1024,18.3987
262144,1024,16.6103
262144,1024,18.3651
262144,1024,18.5339
262144,1024,16.5558
262144,1024,16.6652
262144,1024,18.5681
262144,1024,16.3942
262144,1024,16.6652
262144,1024,18.6712
262144,1024,16.6377
262144,1024,18.7059
262144,1024,18.3987
262144,1024,18.466
262144,1024,18.1339
262144,1024,18.4999
262144,1024,16.7761
262144,1024,16.7483
262144,1024,18.4323
524288,1024,24.6817
524288,1024,24.5315
524288,1024,24.8336
524288,1024,24.472
524288,1024,24.3832
524288,1024,24.895
524288,1024,24.6214
524288,1024,24.472
524288,1024,24.7119
524288,1024,24.4423
524288,1024,24.6817
524288,1024,24.9257
524288,1024,24.895
524288,1024,23.9488
524288,1024,24.6817
524288,1024,24.1496
524288,1024,24.3832
524288,1024,24.3538
524288,1024,24.5614
524288,1024,24.4423
1048576,1024,29.8518
1048576,1024,29.9405
1048576,1024,29.8961
1048576,1024,29.9183
1048576,1024,29.8961
1048576,1024,29.9627
1048576,1024,29.7857
1048576,1024,30.1419
1048576,1024,29.9627
1048576,1024,29.8961
1048576,1024,30.0297
1048576,1024,30.3917
1048576,1024,28.5017
1048576,1024,30.0297
1048576,1024,30.0297
1048576,1024,30.052
1048576,1024,30.2323
1048576,1024,29.874
1048576,1024,29.7857
1048576,1024,29.874
2097152,1024,33.1251
2097152,1024,35.0237
2097152,1024,35.0542
2097152,1024,34.8121
2097152,1024,35.0085
2097152,1024,35.0085
2097152,1024,35.1765
2097152,1024,35.238
2097152,1024,34.9479
2097152,1024,34.9176
2097152,1024,35.1458
2097152,1024,34.9176
2097152,1024,34.8874
2097152,1024,34.8723
2097152,1024,29.4271
2097152,1024,34.8422
2097152,1024,35.1612
2097152,1024,34.9327
2097152,1024,34.7671
2097152,1024,34.7222
4194304,1024,40.9232
4194304,1024,40.861
4194304,1024,139.791
4194304,1024,138.472
4194304,1024,136.365
4194304,1024,134.995
4194304,1024,129.887
4194304,1024,129.991
4194304,1024,121.475
4194304,1024,107.906
4194304,1024,109.443
4194304,1024,99.6414
4194304,1024,98.9083
4194304,1024,91.9199
4194304,1024,75.7013
4194304,1024,76.2739
4194304,1024,65.4705
4194304,1024,52.9263
4194304,1024,53.2935
4194304,1024,47.1418
8388608,1024,44.3978
8388608,1024,44.3978
8388608,1024,64.5794
8388608,1024,64.0665
8388608,1024,64.2451
8388608,1024,64.0665
8388608,1024,64.1939
8388608,1024,65.2851
8388608,1024,63.7878
8388608,1024,63.9775
8388608,1024,64.4247
8388608,1024,64.3091
8388608,1024,64.0029
8388608,1024,64.502
8388608,1024,63.9649
8388608,1024,64.0283
8388608,1024,64.1429
8388608,1024,63.9775
8388608,1024,64.1812
8388608,1024,64.2835
16777216,1024,60.4079
16777216,1024,74.3065
16777216,1024,79.8809
16777216,1024,86.5563
16777216,1024,86.7192
16777216,1024,85.6487
16777216,1024,85.7626
16777216,1024,86.4288
16777216,1024,85.7398
16777216,1024,73.6786
16777216,1024,73.6534
16777216,1024,79.8413
16777216,1024,96.7723
16777216,1024,92.5394
16777216,1024,79.8117
16777216,1024,79.8018
16777216,1024,79.7328
16777216,1024,79.8018
16777216,1024,79.8314
16777216,1024,79.6541
