bench-name,core-freq,memory-freq,problem-size,local-size,num-iters,throughput-metric,kernel-time-mean,kernel-time-stddev,kernel-time-min,kernel-time-throughput,run-time-mean,run-time-stddev,run-time-min,run-time-throughput,kernel-energy-mean,kernel-energy-stddev,kernel-energy-max,kernel-energy-min
MicroBench_LocalMem_fp64_4096,,,16384,256,,1.000000,N/A,N/A,N/A,N/A,0.000168,0.000043,0.000134,7465.026352,,,,
MicroBench_LocalMem_int32_4096,,,8388608,128,,256.000000,N/A,N/A,N/A,N/A,0.021563,0.000007,0.021553,11877.900197,,,,
MicroBench_LocalMem_fp32_4096,,,8388608,128,,256.000000,N/A,N/A,N/A,N/A,0.021570,0.000016,0.021546,11881.535338,,,,
MicroBench_LocalMem_fp64_4096,,,8388608,128,,512.000000,N/A,N/A,N/A,N/A,0.043340,0.000092,0.043255,11836.911587,,,,
MicroBench_LocalMem_int32_4096,,,65536,128,,2.000000,N/A,N/A,N/A,N/A,0.000226,0.000007,0.000220,9089.876150,,,,
MicroBench_LocalMem_fp32_4096,,,65536,128,,2.000000,N/A,N/A,N/A,N/A,0.000226,0.000002,0.000224,8924.706712,,,,
MicroBench_LocalMem_fp64_4096,,,65536,128,,4.000000,N/A,N/A,N/A,N/A,0.000426,0.000046,0.000389,10281.534108,,,,
MicroBench_LocalMem_int32_4096,,,8388608,256,,256.000000,N/A,N/A,N/A,N/A,0.021788,0.000031,0.021750,11770.165811,,,,
MicroBench_LocalMem_fp32_4096,,,8388608,256,,256.000000,N/A,N/A,N/A,N/A,0.021789,0.000007,0.021784,11751.702321,,,,
MicroBench_LocalMem_fp64_4096,,,8388608,256,,512.000000,N/A,N/A,N/A,N/A,0.043420,0.000125,0.043296,11825.510527,,,,
MicroBench_LocalMem_int32_4096,,,16384,128,,0.000000,N/A,N/A,N/A,N/A,0.000111,0.000009,0.000107,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,16384,128,,0.000000,N/A,N/A,N/A,N/A,0.000109,0.000004,0.000106,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,16384,128,,1.000000,N/A,N/A,N/A,N/A,0.000170,0.000046,0.000133,7526.153383,,,,
MicroBench_LocalMem_int32_4096,,,131072,512,,4.000000,N/A,N/A,N/A,N/A,0.000447,0.000008,0.000442,9053.809051,,,,
MicroBench_LocalMem_fp32_4096,,,131072,512,,4.000000,N/A,N/A,N/A,N/A,0.000445,0.000003,0.000442,9058.668466,,,,
MicroBench_LocalMem_fp64_4096,,,131072,512,,8.000000,N/A,N/A,N/A,N/A,0.000897,0.000046,0.000861,9294.360531,,,,
MicroBench_LocalMem_int32_4096,,,65536,128,,2.000000,N/A,N/A,N/A,N/A,0.000229,0.000007,0.000224,8915.675541,,,,
MicroBench_LocalMem_fp32_4096,,,65536,128,,2.000000,N/A,N/A,N/A,N/A,0.000227,0.000005,0.000220,9091.363659,,,,
MicroBench_LocalMem_fp64_4096,,,65536,128,,4.000000,N/A,N/A,N/A,N/A,0.000424,0.000045,0.000389,10279.658099,,,,
MicroBench_LocalMem_int32_4096,,,1048576,256,,32.000000,N/A,N/A,N/A,N/A,0.002882,0.000067,0.002806,11405.479406,,,,
MicroBench_LocalMem_fp32_4096,,,1048576,256,,32.000000,N/A,N/A,N/A,N/A,0.002827,0.000032,0.002803,11415.093465,,,,
MicroBench_LocalMem_fp64_4096,,,1048576,256,,64.000000,N/A,N/A,N/A,N/A,0.005807,0.000120,0.005689,11249.507395,,,,
MicroBench_LocalMem_int32_4096,,,8192,128,,0.000000,N/A,N/A,N/A,N/A,0.000109,0.000010,0.000103,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,8192,128,,0.000000,N/A,N/A,N/A,N/A,0.000107,0.000004,0.000103,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,8192,128,,0.000000,N/A,N/A,N/A,N/A,0.000163,0.000043,0.000129,N/A,,,,
MicroBench_LocalMem_int32_4096,,,262144,512,,8.000000,N/A,N/A,N/A,N/A,0.000761,0.000009,0.000756,10586.897920,,,,
MicroBench_LocalMem_fp32_4096,,,262144,512,,8.000000,N/A,N/A,N/A,N/A,0.000780,0.000048,0.000756,10581.324755,,,,
MicroBench_LocalMem_fp64_4096,,,262144,512,,16.000000,N/A,N/A,N/A,N/A,0.001736,0.000045,0.001702,9402.787809,,,,
MicroBench_LocalMem_int32_4096,,,32768,512,,1.000000,N/A,N/A,N/A,N/A,0.000133,0.000008,0.000128,7809.083526,,,,
MicroBench_LocalMem_fp32_4096,,,32768,512,,1.000000,N/A,N/A,N/A,N/A,0.000130,0.000003,0.000128,7822.522607,,,,
MicroBench_LocalMem_fp64_4096,,,32768,512,,2.000000,N/A,N/A,N/A,N/A,0.000266,0.000043,0.000232,8616.826940,,,,
MicroBench_LocalMem_int32_4096,,,65536,256,,2.000000,N/A,N/A,N/A,N/A,0.000237,0.000009,0.000232,8616.381464,,,,
MicroBench_LocalMem_fp32_4096,,,65536,256,,2.000000,N/A,N/A,N/A,N/A,0.000235,0.000003,0.000232,8631.702517,,,,
MicroBench_LocalMem_fp64_4096,,,65536,256,,4.000000,N/A,N/A,N/A,N/A,0.000478,0.000043,0.000443,9031.343277,,,,
MicroBench_LocalMem_int32_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.000111,0.000009,0.000106,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.000111,0.000006,0.000105,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,4096,256,,0.000000,N/A,N/A,N/A,N/A,0.000168,0.000047,0.000132,N/A,,,,
MicroBench_LocalMem_int32_4096,,,1048576,256,,32.000000,N/A,N/A,N/A,N/A,0.002906,0.000031,0.002855,11207.754645,,,,
MicroBench_LocalMem_fp32_4096,,,1048576,256,,32.000000,N/A,N/A,N/A,N/A,0.002858,0.000037,0.002803,11415.020169,,,,
MicroBench_LocalMem_fp64_4096,,,1048576,256,,64.000000,N/A,N/A,N/A,N/A,0.005824,0.000088,0.005687,11253.443730,,,,
MicroBench_LocalMem_int32_4096,,,262144,512,,8.000000,N/A,N/A,N/A,N/A,0.000802,0.000054,0.000756,10584.124607,,,,
MicroBench_LocalMem_fp32_4096,,,262144,512,,8.000000,N/A,N/A,N/A,N/A,0.000779,0.000048,0.000756,10577.701148,,,,
MicroBench_LocalMem_fp64_4096,,,262144,512,,16.000000,N/A,N/A,N/A,N/A,0.001736,0.000045,0.001701,9406.862071,,,,
MicroBench_LocalMem_int32_4096,,,65536,512,,2.000000,N/A,N/A,N/A,N/A,0.000239,0.000009,0.000234,8564.246839,,,,
MicroBench_LocalMem_fp32_4096,,,65536,512,,2.000000,N/A,N/A,N/A,N/A,0.000236,0.000004,0.000232,8614.785556,,,,
